Products,keyfigure,Days,Value,ProdType
BLG0F0000K02DF,unsatisfied_frozen,2,0,Frozen
BLG0F0000K02DF,unsatisfied_frozen,3,0,Frozen
BLG0F0000K02DF,unsatisfied_frozen,4,0,Frozen
PDMTF0000K02DF,unsatisfied_frozen,0,0,Frozen
PDMTF0000K02DF,unsatisfied_frozen,1,0,Frozen
PDMTF0000K02DF,unsatisfied_frozen,2,0,Frozen
PDMTF0000K02DF,unsatisfied_frozen,3,0,Frozen
PDMTF0000K02DF,unsatisfied_frozen,4,0,Frozen
C3JW0913VP06DF,unsatisfied_frozen,0,0,Frozen
C3JW0913VP06DF,unsatisfied_frozen,1,0,Frozen
C3JW0913VP06DF,unsatisfied_frozen,2,0,Frozen
C3JW0913VP06DF,unsatisfied_frozen,3,0,Frozen
C3JW0913VP06DF,unsatisfied_frozen,4,0,Frozen
CKE01218VP04DF,unsatisfied_frozen,0,0,Frozen
CKE01218VP04DF,unsatisfied_frozen,1,0,Frozen
CKE01218VP04DF,unsatisfied_frozen,2,0,Frozen
CKE01218VP04DF,unsatisfied_frozen,3,0,Frozen
CKE01218VP04DF,unsatisfied_frozen,4,0,Frozen
CRB015190K06DF,unsatisfied_frozen,0,0,Frozen
CRB015190K06DF,unsatisfied_frozen,1,0,Frozen
CRB015190K06DF,unsatisfied_frozen,2,0,Frozen
CRB015190K06DF,unsatisfied_frozen,3,0,Frozen
CRB015190K06DF,unsatisfied_frozen,4,0,Frozen
CRB019240K02DF,unsatisfied_frozen,0,0,Frozen
CRB019240K02DF,unsatisfied_frozen,1,0,Frozen
CRB019240K02DF,unsatisfied_frozen,2,0,Frozen
CRB019240K02DF,unsatisfied_frozen,3,0,Frozen
CRB019240K02DF,unsatisfied_frozen,4,0,Frozen
BBRSF3540K02DF,unsatisfied_frozen,0,0,Frozen
BBRSF3540K02DF,unsatisfied_frozen,1,0,Frozen
BBRSF3540K02DF,unsatisfied_frozen,2,0,Frozen
BBRSF3540K02DF,unsatisfied_frozen,3,0,Frozen
BBRSF3540K02DF,unsatisfied_frozen,4,0,Frozen
BBRSF0000K02DF,unsatisfied_frozen,0,0,Frozen
BBRSF0000K02DF,unsatisfied_frozen,1,0,Frozen
BBRSF0000K02DF,unsatisfied_frozen,2,0,Frozen
BBRSF0000K02DF,unsatisfied_frozen,3,0,Frozen
BBRSF0000K02DF,unsatisfied_frozen,4,0,Frozen
BCH019220K02DF,unsatisfied_frozen,0,0,Frozen
BCH019220K02DF,unsatisfied_frozen,1,0,Frozen
BCH019220K02DF,unsatisfied_frozen,2,0,Frozen
BCH019220K02DF,unsatisfied_frozen,3,0,Frozen
BCH019220K02DF,unsatisfied_frozen,4,0,Frozen
CRB019240K06DF,unsatisfied_frozen,0,0,Frozen
CRB019240K06DF,unsatisfied_frozen,1,0,Frozen
CRB019240K06DF,unsatisfied_frozen,2,0,Frozen
CRB019240K06DF,unsatisfied_frozen,3,0,Frozen
CRB019240K06DF,unsatisfied_frozen,4,0,Frozen
BFL0F0000K02DF,unsatisfied_frozen,0,0,Frozen
BFL0F0000K02DF,unsatisfied_frozen,1,0,Frozen
BFL0F0000K02DF,unsatisfied_frozen,2,0,Frozen
BFL0F0000K02DF,unsatisfied_frozen,3,0,Frozen
BFL0F0000K02DF,unsatisfied_frozen,4,0,Frozen
CCHICU000K06DF,unsatisfied_frozen,0,0,Frozen
CCHICU000K06DF,unsatisfied_frozen,1,0,Frozen
CCHICU000K06DF,unsatisfied_frozen,2,0,Frozen
CCHICU000K06DF,unsatisfied_frozen,3,0,Frozen
CCHICU000K06DF,unsatisfied_frozen,4,0,Frozen
BLGSF0000K02DF,unsatisfied_frozen,0,0,Frozen
BLGSF0000K02DF,unsatisfied_frozen,1,0,Frozen
BLGSF0000K02DF,unsatisfied_frozen,2,0,Frozen
BLGSF0000K02DF,unsatisfied_frozen,3,0,Frozen
BLGSF0000K02DF,unsatisfied_frozen,4,0,Frozen
BTH005565K06DF,unsatisfied_frozen,0,0,Frozen
BTH005565K06DF,unsatisfied_frozen,1,0,Frozen
BTH005565K06DF,unsatisfied_frozen,2,0,Frozen
BTH005565K06DF,unsatisfied_frozen,3,0,Frozen
BTH005565K06DF,unsatisfied_frozen,4,0,Frozen
BTHSMF02CK02DF,unsatisfied_frozen,0,0,Frozen
BTHSMF02CK02DF,unsatisfied_frozen,1,0,Frozen
BTHSMF02CK02DF,unsatisfied_frozen,2,0,Frozen
BTHSMF02CK02DF,unsatisfied_frozen,3,0,Frozen
BTHSMF02CK02DF,unsatisfied_frozen,4,0,Frozen
C3JW09120K04DF,unsatisfied_frozen,0,0,Frozen
C3JW09120K04DF,unsatisfied_frozen,1,0,Frozen
C3JW09120K04DF,unsatisfied_frozen,2,0,Frozen
C3JW09120K04DF,unsatisfied_frozen,3,0,Frozen
C3JW09120K04DF,unsatisfied_frozen,4,0,Frozen
BTHSMF0FFK04DF,unsatisfied_frozen,0,0,Frozen
BTHSMF0FFK04DF,unsatisfied_frozen,1,0,Frozen
BTHSMF0FFK04DF,unsatisfied_frozen,2,0,Frozen
BTHSMF0FFK04DF,unsatisfied_frozen,3,0,Frozen
BTHSMF0FFK04DF,unsatisfied_frozen,4,0,Frozen
BBRS1823FK02DF,unsatisfied_frozen,0,0,Frozen
BBRS1823FK02DF,unsatisfied_frozen,1,0,Frozen
BBRS1823FK02DF,unsatisfied_frozen,2,0,Frozen
BBRS1823FK02DF,unsatisfied_frozen,3,0,Frozen
BBRS1823FK02DF,unsatisfied_frozen,4,0,Frozen
C3JW09130K02DF,unsatisfied_frozen,0,0,Frozen
C3JW09130K02DF,unsatisfied_frozen,1,0,Frozen
C3JW09130K02DF,unsatisfied_frozen,2,0,Frozen
C3JW09130K02DF,unsatisfied_frozen,3,0,Frozen
C3JW09130K02DF,unsatisfied_frozen,4,0,Frozen
BFL003540K02DF,unsatisfied_frozen,0,0,Frozen
BFL003540K02DF,unsatisfied_frozen,1,0,Frozen
BFL003540K02DF,unsatisfied_frozen,2,0,Frozen
BFL003540K02DF,unsatisfied_frozen,3,0,Frozen
BFL003540K02DF,unsatisfied_frozen,4,0,Frozen
C3JW00BRUK02DF,unsatisfied_frozen,0,0,Frozen
C3JW00BRUK02DF,unsatisfied_frozen,1,0,Frozen
C3JW00BRUK02DF,unsatisfied_frozen,2,0,Frozen
C3JW00BRUK02DF,unsatisfied_frozen,3,0,Frozen
C3JW00BRUK02DF,unsatisfied_frozen,4,0,Frozen
CTH016210K02DF,unsatisfied_frozen,0,0,Frozen
CTH016210K02DF,unsatisfied_frozen,1,0,Frozen
CTH016210K02DF,unsatisfied_frozen,2,0,Frozen
CTH016210K02DF,unsatisfied_frozen,3,0,Frozen
CTH016210K02DF,unsatisfied_frozen,4,0,Frozen
CDS010140K02DF,unsatisfied_frozen,0,0,Frozen
CDS010140K02DF,unsatisfied_frozen,1,0,Frozen
CDS010140K02DF,unsatisfied_frozen,2,0,Frozen
CDS010140K02DF,unsatisfied_frozen,3,0,Frozen
CDS010140K02DF,unsatisfied_frozen,4,0,Frozen
CDS008110K02DF,unsatisfied_frozen,0,0,Frozen
CDS008110K02DF,unsatisfied_frozen,1,0,Frozen
CDS008110K02DF,unsatisfied_frozen,2,0,Frozen
CDS008110K02DF,unsatisfied_frozen,3,0,Frozen
CDS008110K02DF,unsatisfied_frozen,4,0,Frozen
CDS01014VP06DF,unsatisfied_frozen,0,0,Frozen
CDS01014VP06DF,unsatisfied_frozen,1,0,Frozen
CDS01014VP06DF,unsatisfied_frozen,2,0,Frozen
CDS01014VP06DF,unsatisfied_frozen,3,0,Frozen
CDS01014VP06DF,unsatisfied_frozen,4,0,Frozen
CCHICU000K02DF,unsatisfied_frozen,0,0,Frozen
CCHICU000K02DF,unsatisfied_frozen,1,0,Frozen
CCHICU000K02DF,unsatisfied_frozen,2,0,Frozen
CCHICU000K02DF,unsatisfied_frozen,3,0,Frozen
CCHICU000K02DF,unsatisfied_frozen,4,0,Frozen
PDMTMF000150DF,unsatisfied_frozen,0,0,Frozen
PDMTMF000150DF,unsatisfied_frozen,1,0,Frozen
PDMTMF000150DF,unsatisfied_frozen,2,0,Frozen
PDMTMF000150DF,unsatisfied_frozen,3,0,Frozen
PDMTMF000150DF,unsatisfied_frozen,4,0,Frozen
CTH013160K02DF,unsatisfied_frozen,0,0,Frozen
CTH013160K02DF,unsatisfied_frozen,1,0,Frozen
CTH013160K02DF,unsatisfied_frozen,2,0,Frozen
CTH013160K02DF,unsatisfied_frozen,3,0,Frozen
CTH013160K02DF,unsatisfied_frozen,4,0,Frozen
C3JW07100K02DF,unsatisfied_frozen,0,0,Frozen
C3JW07100K02DF,unsatisfied_frozen,1,0,Frozen
C3JW07100K02DF,unsatisfied_frozen,2,0,Frozen
C3JW07100K02DF,unsatisfied_frozen,3,0,Frozen
C3JW07100K02DF,unsatisfied_frozen,4,0,Frozen
BBRS07595P24DF,unsatisfied_frozen,0,0,Frozen
BBRS07595P24DF,unsatisfied_frozen,1,0,Frozen
BBRS07595P24DF,unsatisfied_frozen,2,0,Frozen
BBRS07595P24DF,unsatisfied_frozen,3,0,Frozen
BBRS07595P24DF,unsatisfied_frozen,4,0,Frozen
BTHSF0000K02DF,unsatisfied_frozen,0,0,Frozen
BTHSF0000K02DF,unsatisfied_frozen,1,0,Frozen
BTHSF0000K02DF,unsatisfied_frozen,2,0,Frozen
BTHSF0000K02DF,unsatisfied_frozen,3,0,Frozen
BTHSF0000K02DF,unsatisfied_frozen,4,0,Frozen
CTH015180P12DF,unsatisfied_frozen,0,0,Frozen
CTH015180P12DF,unsatisfied_frozen,1,0,Frozen
CTH015180P12DF,unsatisfied_frozen,2,0,Frozen
CTH015180P12DF,unsatisfied_frozen,3,0,Frozen
CTH015180P12DF,unsatisfied_frozen,4,0,Frozen
BBRS1821FK02DF,unsatisfied_frozen,0,0,Frozen
BBRS1821FK02DF,unsatisfied_frozen,1,0,Frozen
BBRS1821FK02DF,unsatisfied_frozen,2,0,Frozen
BBRS1821FK02DF,unsatisfied_frozen,3,0,Frozen
BBRS1821FK02DF,unsatisfied_frozen,4,0,Frozen
C9PCGCH00P18DF,unsatisfied_frozen,0,0,Frozen
C9PCGCH00P18DF,unsatisfied_frozen,1,0,Frozen
C9PCGCH00P18DF,unsatisfied_frozen,2,0,Frozen
C9PCGCH00P18DF,unsatisfied_frozen,3,0,Frozen
C9PCGCH00P18DF,unsatisfied_frozen,4,0,Frozen
CTH01621VP04DF,unsatisfied_frozen,0,0,Frozen
CTH01621VP04DF,unsatisfied_frozen,1,0,Frozen
CTH01621VP04DF,unsatisfied_frozen,2,0,Frozen
CTH01621VP04DF,unsatisfied_frozen,3,0,Frozen
CTH01621VP04DF,unsatisfied_frozen,4,0,Frozen
C4PC00000P08DF,unsatisfied_frozen,0,0,Frozen
C4PC00000P08DF,unsatisfied_frozen,1,0,Frozen
C4PC00000P08DF,unsatisfied_frozen,2,0,Frozen
C4PC00000P08DF,unsatisfied_frozen,3,0,Frozen
C4PC00000P08DF,unsatisfied_frozen,4,0,Frozen
C9PC00000P18DF,unsatisfied_frozen,0,0,Frozen
C9PC00000P18DF,unsatisfied_frozen,1,0,Frozen
C9PC00000P18DF,unsatisfied_frozen,2,0,Frozen
C9PC00000P18DF,unsatisfied_frozen,3,0,Frozen
C9PC00000P18DF,unsatisfied_frozen,4,0,Frozen
BTHSMF000K04DF,unsatisfied_frozen,0,0,Frozen
BTHSMF000K04DF,unsatisfied_frozen,1,0,Frozen
BTHSMF000K04DF,unsatisfied_frozen,2,0,Frozen
BTHSMF000K04DF,unsatisfied_frozen,3,0,Frozen
BTHSMF000K04DF,unsatisfied_frozen,4,0,Frozen
CBRSH2332P10DF,unsatisfied_frozen,0,0,Frozen
CBRSH2332P10DF,unsatisfied_frozen,1,0,Frozen
CBRSH2332P10DF,unsatisfied_frozen,2,0,Frozen
CBRSH2332P10DF,unsatisfied_frozen,3,0,Frozen
CBRSH2332P10DF,unsatisfied_frozen,4,0,Frozen
BTH009100K06DF,unsatisfied_frozen,0,0,Frozen
BTH009100K06DF,unsatisfied_frozen,1,0,Frozen
BTH009100K06DF,unsatisfied_frozen,2,0,Frozen
BTH009100K06DF,unsatisfied_frozen,3,0,Frozen
BTH009100K06DF,unsatisfied_frozen,4,0,Frozen
CTH016190K02DF,unsatisfied_frozen,0,0,Frozen
CTH016190K02DF,unsatisfied_frozen,1,0,Frozen
CTH016190K02DF,unsatisfied_frozen,2,0,Frozen
CTH016190K02DF,unsatisfied_frozen,3,0,Frozen
CTH016190K02DF,unsatisfied_frozen,4,0,Frozen
BTH0F0000K02DF,unsatisfied_frozen,0,0,Frozen
BTH0F0000K02DF,unsatisfied_frozen,1,0,Frozen
BTH0F0000K02DF,unsatisfied_frozen,2,0,Frozen
BTH0F0000K02DF,unsatisfied_frozen,3,0,Frozen
BTH0F0000K02DF,unsatisfied_frozen,4,0,Frozen
BLG018230K02DF,unsatisfied_frozen,0,0,Frozen
BLG018230K02DF,unsatisfied_frozen,1,0,Frozen
BLG018230K02DF,unsatisfied_frozen,2,0,Frozen
BLG018230K02DF,unsatisfied_frozen,3,0,Frozen
BLG018230K02DF,unsatisfied_frozen,4,0,Frozen
BBRS16180K05DF,unsatisfied_frozen,0,0,Frozen
BBRS16180K05DF,unsatisfied_frozen,1,0,Frozen
BBRS16180K05DF,unsatisfied_frozen,2,0,Frozen
BBRS16180K05DF,unsatisfied_frozen,3,0,Frozen
BBRS16180K05DF,unsatisfied_frozen,4,0,Frozen
PMJWF0000K02DF,unsatisfied_frozen,0,0,Frozen
PMJWF0000K02DF,unsatisfied_frozen,1,0,Frozen
PMJWF0000K02DF,unsatisfied_frozen,2,0,Frozen
PMJWF0000K02DF,unsatisfied_frozen,3,0,Frozen
PMJWF0000K02DF,unsatisfied_frozen,4,0,Frozen
CDS010140P20DF,unsatisfied_frozen,0,0,Frozen
CDS010140P20DF,unsatisfied_frozen,1,0,Frozen
CDS010140P20DF,unsatisfied_frozen,2,0,Frozen
CDS010140P20DF,unsatisfied_frozen,3,0,Frozen
CDS010140P20DF,unsatisfied_frozen,4,0,Frozen
P3JW08100K02DF,unsatisfied_frozen,0,0,Frozen
P3JW08100K02DF,unsatisfied_frozen,1,0,Frozen
P3JW08100K02DF,unsatisfied_frozen,2,0,Frozen
P3JW08100K02DF,unsatisfied_frozen,3,0,Frozen
P3JW08100K02DF,unsatisfied_frozen,4,0,Frozen
BTH007585K04DF,unsatisfied_frozen,0,0,Frozen
BTH007585K04DF,unsatisfied_frozen,1,0,Frozen
BTH007585K04DF,unsatisfied_frozen,2,0,Frozen
BTH007585K04DF,unsatisfied_frozen,3,0,Frozen
BTH007585K04DF,unsatisfied_frozen,4,0,Frozen
BBRS2325FK06DF,unsatisfied_frozen,0,0,Frozen
BBRS2325FK06DF,unsatisfied_frozen,1,0,Frozen
BBRS2325FK06DF,unsatisfied_frozen,2,0,Frozen
BBRS2325FK06DF,unsatisfied_frozen,3,0,Frozen
BBRS2325FK06DF,unsatisfied_frozen,4,0,Frozen
CDS0J0000K02DC,production,0,0,Fresh
CDS0J0000K02DC,production,1,119,Fresh
CDS0J0000K02DC,production,2,119,Fresh
CDS0J0000K02DC,production,3,863,Fresh
CDS0J0000K02DC,production,4,783,Fresh
P3JW00BRUK02DC,production,0,0,Fresh
P3JW00BRUK02DC,production,1,93,Fresh
P3JW00BRUK02DC,production,2,97,Fresh
P3JW00BRUK02DC,production,3,97,Fresh
P3JW00BRUK02DC,production,4,97,Fresh
CKE0F0000K02DC,production,0,0,Fresh
CKE0F0000K02DC,production,1,195,Fresh
CKE0F0000K02DC,production,2,191,Fresh
CKE0F0000K02DC,production,3,915,Fresh
CKE0F0000K02DC,production,4,781,Fresh
BTHS07595P24DC,production,0,0,Fresh
BTHS07595P24DC,production,1,0,Fresh
BTHS07595P24DC,production,2,0,Fresh
BTHS07595P24DC,production,3,0,Fresh
BTHS07595P24DC,production,4,0,Fresh
PDMT04050K02DC,production,0,0,Fresh
PDMT04050K02DC,production,1,201,Fresh
PDMT04050K02DC,production,2,201,Fresh
PDMT04050K02DC,production,3,222,Fresh
PDMT04050K02DC,production,4,222,Fresh
BTH0CU020K02DC,production,0,0,Fresh
BTH0CU020K02DC,production,1,247,Fresh
BTH0CU020K02DC,production,2,247,Fresh
BTH0CU020K02DC,production,3,247,Fresh
BTH0CU020K02DC,production,4,242,Fresh
P3JW07090K02DC,production,0,0,Fresh
P3JW07090K02DC,production,1,93,Fresh
P3JW07090K02DC,production,2,97,Fresh
P3JW07090K02DC,production,3,97,Fresh
P3JW07090K02DC,production,4,97,Fresh
PMJWMF000150DC,production,0,0,Fresh
PMJWMF000150DC,production,1,105,Fresh
PMJWMF000150DC,production,2,83,Fresh
PMJWMF000150DC,production,3,137,Fresh
PMJWMF000150DC,production,4,137,Fresh
CLG026340K06DC,production,0,0,Fresh
CLG026340K06DC,production,1,500,Fresh
CLG026340K06DC,production,2,290,Fresh
CLG026340K06DC,production,3,0,Fresh
CLG026340K06DC,production,4,32,Fresh
CDS0S0000K02DC,production,0,0,Fresh
CDS0S0000K02DC,production,1,0,Fresh
CDS0S0000K02DC,production,2,0,Fresh
CDS0S0000K02DC,production,3,0,Fresh
CDS0S0000K02DC,production,4,0,Fresh
CLG022270P10DC,production,0,0,Fresh
CLG022270P10DC,production,1,129,Fresh
CLG022270P10DC,production,2,43,Fresh
CLG022270P10DC,production,3,0,Fresh
CLG022270P10DC,production,4,32,Fresh
BLGS07595P24DC,production,0,0,Fresh
BLGS07595P24DC,production,1,0,Fresh
BLGS07595P24DC,production,2,0,Fresh
BLGS07595P24DC,production,3,0,Fresh
BLGS07595P24DC,production,4,0,Fresh
CRB01924VP04DC,production,0,0,Fresh
CRB01924VP04DC,production,1,230,Fresh
CRB01924VP04DC,production,2,225,Fresh
CRB01924VP04DC,production,3,487,Fresh
CRB01924VP04DC,production,4,582,Fresh
CLG022270K06DC,production,0,0,Fresh
CLG022270K06DC,production,1,129,Fresh
CLG022270K06DC,production,2,43,Fresh
CLG022270K06DC,production,3,0,Fresh
CLG022270K06DC,production,4,32,Fresh
BBRSMF000K04DC,production,0,0,Fresh
BBRSMF000K04DC,production,1,4829,Fresh
BBRSMF000K04DC,production,2,4789,Fresh
BBRSMF000K04DC,production,3,5230,Fresh
BBRSMF000K04DC,production,4,5230,Fresh
BBR0F0000K02DC,production,0,0,Fresh
BBR0F0000K02DC,production,1,4829,Fresh
BBR0F0000K02DC,production,2,4789,Fresh
BBR0F0000K02DC,production,3,5230,Fresh
BBR0F0000K02DC,production,4,5230,Fresh
C3JWL0000K02DC,production,0,0,Fresh
C3JWL0000K02DC,production,1,5,Fresh
C3JWL0000K02DC,production,2,19,Fresh
C3JWL0000K02DC,production,3,581,Fresh
C3JWL0000K02DC,production,4,496,Fresh
CDS0CU000K02DC,production,0,0,Fresh
CDS0CU000K02DC,production,1,1,Fresh
CDS0CU000K02DC,production,2,3,Fresh
CDS0CU000K02DC,production,3,42,Fresh
CDS0CU000K02DC,production,4,42,Fresh
CRB015190K02DC,production,0,0,Fresh
CRB015190K02DC,production,1,0,Fresh
CRB015190K02DC,production,2,0,Fresh
CRB015190K02DC,production,3,568,Fresh
CRB015190K02DC,production,4,318,Fresh
C9PCWBM20P18DC,production,0,0,Fresh
C9PCWBM20P18DC,production,1,1,Fresh
C9PCWBM20P18DC,production,2,6,Fresh
C9PCWBM20P18DC,production,3,4783,Fresh
C9PCWBM20P18DC,production,4,3778,Fresh
BLG0F0000K02DC,production,0,0,Fresh
BLG0F0000K02DC,production,1,232,Fresh
BLG0F0000K02DC,production,2,77,Fresh
BLG0F0000K02DC,production,3,0,Fresh
BLG0F0000K02DC,production,4,0,Fresh
PDMTF0000K02DC,production,0,0,Fresh
PDMTF0000K02DC,production,1,201,Fresh
PDMTF0000K02DC,production,2,201,Fresh
PDMTF0000K02DC,production,3,222,Fresh
PDMTF0000K02DC,production,4,222,Fresh
C3JW0913VP06DC,production,0,0,Fresh
C3JW0913VP06DC,production,1,5,Fresh
C3JW0913VP06DC,production,2,19,Fresh
C3JW0913VP06DC,production,3,406,Fresh
C3JW0913VP06DC,production,4,320,Fresh
CKE01218VP04DC,production,0,0,Fresh
CKE01218VP04DC,production,1,0,Fresh
CKE01218VP04DC,production,2,0,Fresh
CKE01218VP04DC,production,3,915,Fresh
CKE01218VP04DC,production,4,781,Fresh
CRB015190K06DC,production,0,0,Fresh
CRB015190K06DC,production,1,0,Fresh
CRB015190K06DC,production,2,0,Fresh
CRB015190K06DC,production,3,568,Fresh
CRB015190K06DC,production,4,318,Fresh
CRB019240K02DC,production,0,0,Fresh
CRB019240K02DC,production,1,230,Fresh
CRB019240K02DC,production,2,225,Fresh
CRB019240K02DC,production,3,487,Fresh
CRB019240K02DC,production,4,582,Fresh
BBRSF3540K02DC,production,0,0,Fresh
BBRSF3540K02DC,production,1,4829,Fresh
BBRSF3540K02DC,production,2,4789,Fresh
BBRSF3540K02DC,production,3,5230,Fresh
BBRSF3540K02DC,production,4,5230,Fresh
BBRSF0000K02DC,production,0,0,Fresh
BBRSF0000K02DC,production,1,4829,Fresh
BBRSF0000K02DC,production,2,4789,Fresh
BBRSF0000K02DC,production,3,5230,Fresh
BBRSF0000K02DC,production,4,5230,Fresh
BCH019220K02DC,production,0,0,Fresh
BCH019220K02DC,production,1,0,Fresh
BCH019220K02DC,production,2,0,Fresh
BCH019220K02DC,production,3,0,Fresh
BCH019220K02DC,production,4,0,Fresh
CRB019240K06DC,production,0,0,Fresh
CRB019240K06DC,production,1,0,Fresh
CRB019240K06DC,production,2,0,Fresh
CRB019240K06DC,production,3,568,Fresh
CRB019240K06DC,production,4,318,Fresh
BFL0F0000K02DC,production,0,0,Fresh
BFL0F0000K02DC,production,1,463,Fresh
BFL0F0000K02DC,production,2,395,Fresh
BFL0F0000K02DC,production,3,1080,Fresh
BFL0F0000K02DC,production,4,1079,Fresh
CCHICU000K06DC,production,0,0,Fresh
CCHICU000K06DC,production,1,8,Fresh
CCHICU000K06DC,production,2,27,Fresh
CCHICU000K06DC,production,3,293,Fresh
CCHICU000K06DC,production,4,291,Fresh
BLGSF0000K02DC,production,0,0,Fresh
BLGSF0000K02DC,production,1,15,Fresh
BLGSF0000K02DC,production,2,6,Fresh
BLGSF0000K02DC,production,3,0,Fresh
BLGSF0000K02DC,production,4,0,Fresh
BTH005565K06DC,production,0,0,Fresh
BTH005565K06DC,production,1,0,Fresh
BTH005565K06DC,production,2,0,Fresh
BTH005565K06DC,production,3,0,Fresh
BTH005565K06DC,production,4,0,Fresh
BTHSMF02CK02DC,production,0,0,Fresh
BTHSMF02CK02DC,production,1,0,Fresh
BTHSMF02CK02DC,production,2,0,Fresh
BTHSMF02CK02DC,production,3,0,Fresh
BTHSMF02CK02DC,production,4,0,Fresh
C3JW09120K04DC,production,0,0,Fresh
C3JW09120K04DC,production,1,5,Fresh
C3JW09120K04DC,production,2,19,Fresh
C3JW09120K04DC,production,3,406,Fresh
C3JW09120K04DC,production,4,320,Fresh
BTHSMF0FFK04DC,production,0,0,Fresh
BTHSMF0FFK04DC,production,1,392,Fresh
BTHSMF0FFK04DC,production,2,131,Fresh
BTHSMF0FFK04DC,production,3,143,Fresh
BTHSMF0FFK04DC,production,4,140,Fresh
BBRS1823FK02DC,production,0,0,Fresh
BBRS1823FK02DC,production,1,0,Fresh
BBRS1823FK02DC,production,2,0,Fresh
BBRS1823FK02DC,production,3,0,Fresh
BBRS1823FK02DC,production,4,0,Fresh
C3JW09130K02DC,production,0,0,Fresh
C3JW09130K02DC,production,1,5,Fresh
C3JW09130K02DC,production,2,19,Fresh
C3JW09130K02DC,production,3,406,Fresh
C3JW09130K02DC,production,4,320,Fresh
BFL003540K02DC,production,0,0,Fresh
BFL003540K02DC,production,1,275,Fresh
BFL003540K02DC,production,2,369,Fresh
BFL003540K02DC,production,3,0,Fresh
BFL003540K02DC,production,4,0,Fresh
C3JW00BRUK02DC,production,0,0,Fresh
C3JW00BRUK02DC,production,1,5,Fresh
C3JW00BRUK02DC,production,2,19,Fresh
C3JW00BRUK02DC,production,3,581,Fresh
C3JW00BRUK02DC,production,4,496,Fresh
CTH016210K02DC,production,0,0,Fresh
CTH016210K02DC,production,1,0,Fresh
CTH016210K02DC,production,2,0,Fresh
CTH016210K02DC,production,3,1115,Fresh
CTH016210K02DC,production,4,999,Fresh
CDS010140K02DC,production,0,0,Fresh
CDS010140K02DC,production,1,345,Fresh
CDS010140K02DC,production,2,195,Fresh
CDS010140K02DC,production,3,863,Fresh
CDS010140K02DC,production,4,783,Fresh
CDS008110K02DC,production,0,0,Fresh
CDS008110K02DC,production,1,820,Fresh
CDS008110K02DC,production,2,643,Fresh
CDS008110K02DC,production,3,766,Fresh
CDS008110K02DC,production,4,679,Fresh
CDS01014VP06DC,production,0,0,Fresh
CDS01014VP06DC,production,1,345,Fresh
CDS01014VP06DC,production,2,195,Fresh
CDS01014VP06DC,production,3,863,Fresh
CDS01014VP06DC,production,4,783,Fresh
CCHICU000K02DC,production,0,0,Fresh
CCHICU000K02DC,production,1,8,Fresh
CCHICU000K02DC,production,2,27,Fresh
CCHICU000K02DC,production,3,293,Fresh
CCHICU000K02DC,production,4,291,Fresh
PDMTMF000150DC,production,0,0,Fresh
PDMTMF000150DC,production,1,201,Fresh
PDMTMF000150DC,production,2,201,Fresh
PDMTMF000150DC,production,3,222,Fresh
PDMTMF000150DC,production,4,222,Fresh
CTH013160K02DC,production,0,0,Fresh
CTH013160K02DC,production,1,486,Fresh
CTH013160K02DC,production,2,359,Fresh
CTH013160K02DC,production,3,755,Fresh
CTH013160K02DC,production,4,444,Fresh
C3JW07100K02DC,production,0,0,Fresh
C3JW07100K02DC,production,1,0,Fresh
C3JW07100K02DC,production,2,0,Fresh
C3JW07100K02DC,production,3,175,Fresh
C3JW07100K02DC,production,4,175,Fresh
BBRS07595P24DC,production,0,0,Fresh
BBRS07595P24DC,production,1,2250,Fresh
BBRS07595P24DC,production,2,1918,Fresh
BBRS07595P24DC,production,3,5230,Fresh
BBRS07595P24DC,production,4,5230,Fresh
BTHSF0000K02DC,production,0,0,Fresh
BTHSF0000K02DC,production,1,392,Fresh
BTHSF0000K02DC,production,2,131,Fresh
BTHSF0000K02DC,production,3,143,Fresh
BTHSF0000K02DC,production,4,140,Fresh
CTH015180P12DC,production,0,0,Fresh
CTH015180P12DC,production,1,0,Fresh
CTH015180P12DC,production,2,0,Fresh
CTH015180P12DC,production,3,1115,Fresh
CTH015180P12DC,production,4,999,Fresh
BBRS1821FK02DC,production,0,0,Fresh
BBRS1821FK02DC,production,1,0,Fresh
BBRS1821FK02DC,production,2,0,Fresh
BBRS1821FK02DC,production,3,0,Fresh
BBRS1821FK02DC,production,4,0,Fresh
C9PCGCH00P18DC,production,0,0,Fresh
C9PCGCH00P18DC,production,1,0,Fresh
C9PCGCH00P18DC,production,2,0,Fresh
C9PCGCH00P18DC,production,3,3683,Fresh
C9PCGCH00P18DC,production,4,2062,Fresh
CTH01621VP04DC,production,0,0,Fresh
CTH01621VP04DC,production,1,0,Fresh
CTH01621VP04DC,production,2,0,Fresh
CTH01621VP04DC,production,3,1115,Fresh
CTH01621VP04DC,production,4,999,Fresh
C4PC00000P08DC,production,0,0,Fresh
C4PC00000P08DC,production,1,339,Fresh
C4PC00000P08DC,production,2,1017,Fresh
C4PC00000P08DC,production,3,0,Fresh
C4PC00000P08DC,production,4,0,Fresh
C9PC00000P18DC,production,0,0,Fresh
C9PC00000P18DC,production,1,0,Fresh
C9PC00000P18DC,production,2,0,Fresh
C9PC00000P18DC,production,3,3683,Fresh
C9PC00000P18DC,production,4,2062,Fresh
BTHSMF000K04DC,production,0,0,Fresh
